ID,Name,Date,Time,Event,Status,Latitude,Longitude,Maximum Wind,Minimum Pressure,Date_c,Year,Month,Day,Latitude_c,Longitude_c,Duration,sst,rhum,wspd,slp,cldc
AL071998,GEORGES,1998-09-19,1800,,HU,15.4,-53.5,125,949,1998-09-19,1998,9,19,15.4,-53.5,16,29.456188336661683,83.12105205230185,83.12105205230185,1007.8888647409308,6.061471659814787
AL071998,GEORGES,1998-09-20,0,,HU,15.7,-54.9,130,939,1998-09-20,1998,9,20,15.7,-54.9,16,29.66434063038444,82.84685187173997,82.84685187173997,1007.9333199883533,6.00265688645925
AL071998,GEORGES,1998-09-20,600,,HU,16.0,-56.3,135,937,1998-09-20,1998,9,20,16.0,-56.3,16,30.57577811788209,82.84040843270759,82.84040843270759,1008.6753759455341,5.2442224266428505
AL071998,GEORGES,1998-09-20,1200,,HU,16.2,-57.7,130,939,1998-09-20,1998,9,20,16.2,-57.7,16,30.74370852951994,78.53119025599479,78.53119025599479,1006.8791052499155,6.192286500941977
AL071998,GEORGES,1998-09-20,1800,,HU,16.4,-59.2,115,956,1998-09-20,1998,9,20,16.4,-59.2,16,30.563636434292974,77.1090862465632,77.1090862465632,1009.3467645096371,3.8424470416518677
AL071998,GEORGES,1998-09-21,0,,HU,16.7,-60.6,100,963,1998-09-21,1998,9,21,16.7,-60.6,16,30.520952069664045,77.58877211640352,77.58877211640352,1009.1324633244111,4.126548460852479
AL071998,GEORGES,1998-09-21,430,L,HU,17.0,-61.7,100,966,1998-09-21,1998,9,21,17.0,-61.7,16,30.65185943834422,80.85923014211629,80.85923014211629,1008.0753174626259,5.860662709953002
AL071998,GEORGES,1998-09-21,600,,HU,17.1,-62.1,100,966,1998-09-21,1998,9,21,17.1,-62.1,16,30.618851959955435,80.88791555343619,80.88791555343619,1008.0633804562681,5.841635918608992
AL071998,GEORGES,1998-09-21,800,L,HU,17.2,-62.6,100,966,1998-09-21,1998,9,21,17.2,-62.6,16,30.58261951485953,80.91942552772768,80.91942552772768,1008.0503194282903,5.820729056864505
AL071998,GEORGES,1998-09-21,1200,,HU,17.4,-63.6,95,966,1998-09-21,1998,9,21,17.4,-63.6,16,30.205024644359774,80.52567534542433,80.52567534542433,1007.1407776443989,5.411538822767678
AL071998,GEORGES,1998-09-21,1800,,HU,17.8,-65.0,90,970,1998-09-21,1998,9,21,17.8,-65.0,16,30.7383838395226,80.55932901373446,80.55932901373446,1007.2436172029951,6.061130047037598
AL071998,GEORGES,1998-09-21,2200,L,HU,18.1,-65.8,90,968,1998-09-21,1998,9,21,18.1,-65.8,16,29.82814922966405,84.0580895257313,84.0580895257313,1007.0784171015086,5.783288668802236
AL071998,GEORGES,1998-09-22,0,,HU,18.2,-66.3,90,970,1998-09-22,1998,9,22,18.2,-66.3,16,29.839903653856588,83.8874379472321,83.8874379472321,1007.07419011369,5.779868129693664
AL071998,GEORGES,1998-09-22,600,,HU,18.0,-67.4,95,972,1998-09-22,1998,9,22,18.0,-67.4,16,30.056835488192494,79.31976950205481,79.31976950205481,1007.0383651459565,5.339186646674345
AL071998,GEORGES,1998-09-22,1200,,HU,18.2,-68.5,105,964,1998-09-22,1998,9,22,18.2,-68.5,16,30.051532232370032,79.48804434491197,79.48804434491197,1007.0499022474987,5.395285668939443
AL071998,GEORGES,1998-09-22,1230,L,HU,18.2,-68.7,105,962,1998-09-22,1998,9,22,18.2,-68.7,16,30.050128096376074,79.53260510879234,79.53260510879234,1007.0529675393454,5.410161718961441
AL071998,GEORGES,1998-09-22,1800,,HU,18.6,-69.7,95,970,1998-09-22,1998,9,22,18.6,-69.7,16,30.12283436270707,82.7201821384827,82.7201821384827,1004.4244401763046,6.819710370620198
AL071998,GEORGES,1998-09-23,0,,HU,18.8,-70.8,70,980,1998-09-23,1998,9,23,18.8,-70.8,16,30.09732834982783,82.27229707606783,82.27229707606783,1004.822927715416,6.650860447850316
AL071998,GEORGES,1998-09-23,600,,HU,19.0,-72.1,65,990,1998-09-23,1998,9,23,19.0,-72.1,16,29.852018230693176,79.73700778215805,79.73700778215805,1007.268193128979,5.836991686855527
AL071998,GEORGES,1998-09-23,1200,,HU,19.3,-73.3,65,996,1998-09-23,1998,9,23,19.3,-73.3,16,29.98235995610373,80.11361325095713,80.11361325095713,1007.2916906996942,6.001672373010308
AL071998,GEORGES,1998-09-23,1800,,HU,19.8,-74.3,65,994,1998-09-23,1998,9,23,19.8,-74.3,16,29.94741721010671,80.11235917540746,80.11235917540746,1007.2752708754273,6.004875269100034
AL071998,GEORGES,1998-09-23,2130,L,HU,20.1,-74.5,65,993,1998-09-23,1998,9,23,20.1,-74.5,16,29.20477547559264,73.65759697341674,73.65759697341674,1009.2720620306125,3.0314435965700577
AL071998,GEORGES,1998-09-24,0,,HU,20.5,-74.9,65,992,1998-09-24,1998,9,24,20.5,-74.9,16,29.221712824021296,73.83016787806939,73.83016787806939,1009.2117803727999,3.116852163594651
AL071998,GEORGES,1998-09-24,600,,HU,20.8,-76.0,65,991,1998-09-24,1998,9,24,20.8,-76.0,16,29.77459281579824,79.9560017288025,79.9560017288025,1007.2520030307269,5.947883241467176
AL071998,GEORGES,1998-09-24,1200,,HU,21.3,-77.2,70,990,1998-09-24,1998,9,24,21.3,-77.2,16,29.77147609849212,81.33020280362327,81.33020280362327,1007.501896502338,6.171255725873123
AL071998,GEORGES,1998-09-24,1800,,HU,21.9,-78.0,75,989,1998-09-24,1998,9,24,21.9,-78.0,16,29.771409115373284,81.32776683685422,81.32776683685422,1007.5020597732953,6.1711814102795355
AL071998,GEORGES,1998-09-25,0,,HU,22.7,-79.0,80,987,1998-09-25,1998,9,25,22.7,-79.0,16,29.401744188025837,80.20405929875957,80.20405929875957,1006.9262269356589,5.590789209063876
AL071998,GEORGES,1998-09-25,600,,HU,23.4,-80.2,85,986,1998-09-25,1998,9,25,23.4,-80.2,16,29.40093267765259,80.20526260758527,80.20526260758527,1006.9259324878177,5.589508675949496
AL071998,GEORGES,1998-09-25,1200,,HU,23.9,-81.3,90,982,1998-09-25,1998,9,25,23.9,-81.3,16,29.754726452673868,79.96935567322943,79.96935567322943,1006.8337995331391,5.462399952400897
AL071998,GEORGES,1998-09-25,1530,L,HU,24.5,-81.8,90,981,1998-09-25,1998,9,25,24.5,-81.8,16,29.931323966215754,80.98759557196998,80.98759557196998,1006.4945611209824,5.742565526705678
AL071998,GEORGES,1998-09-25,1800,,HU,24.6,-82.4,90,975,1998-09-25,1998,9,25,24.6,-82.4,16,29.931550102903458,80.9858617755069,80.9858617755069,1006.4945469066544,5.742728171358544
AL071998,GEORGES,1998-09-26,0,,HU,24.8,-83.3,90,974,1998-09-26,1998,9,26,24.8,-83.3,16,30.260730217761097,79.7572137576502,79.7572137576502,1006.2355971060452,5.510133336670216
AL071998,GEORGES,1998-09-26,600,,HU,25.2,-84.2,90,975,1998-09-26,1998,9,26,25.2,-84.2,16,30.261595946560934,79.75899176247833,79.75899176247833,1006.2353322669121,5.511373494350483
AL071998,GEORGES,1998-09-26,1200,,HU,25.7,-85.1,90,974,1998-09-26,1998,9,26,25.7,-85.1,16,29.804692381441917,80.09211444202863,80.09211444202863,1005.9771726795485,5.974353999350494
AL071998,GEORGES,1998-09-26,1800,,HU,26.2,-85.9,90,975,1998-09-26,1998,9,26,26.2,-85.9,16,30.01032211644352,81.19714947605543,81.19714947605543,1006.163139874954,6.004085026856206
AL071998,GEORGES,1998-09-27,0,,HU,27.0,-86.5,95,969,1998-09-27,1998,9,27,27.0,-86.5,16,30.011907903906952,81.20604101931076,81.20604101931076,1006.1631107630759,6.006760542867074
AL071998,GEORGES,1998-09-27,600,,HU,27.6,-87.2,95,970,1998-09-27,1998,9,27,27.6,-87.2,16,29.72415646476032,80.6977294933698,80.6977294933698,1006.1637429535369,5.843307538845496
AL071998,GEORGES,1998-09-27,1200,,HU,28.2,-87.8,95,962,1998-09-27,1998,9,27,28.2,-87.8,16,29.891193604250372,80.69604086115281,80.69604086115281,1006.1642461750752,5.8427279631328375
AL071998,GEORGES,1998-09-27,1800,,HU,28.8,-88.3,95,962,1998-09-27,1998,9,27,28.8,-88.3,16,29.89091264309638,80.69585462710515,80.69585462710515,1006.1640742720018,5.8425513379404475
AL071998,GEORGES,1998-09-28,0,,HU,29.3,-88.5,95,961,1998-09-28,1998,9,28,29.3,-88.5,16,29.89050524696298,80.69586543342889,80.69586543342889,1006.1638569743462,5.842448735598498
AL071998,GEORGES,1998-09-28,600,,HU,29.8,-88.7,90,964,1998-09-28,1998,9,28,29.8,-88.7,16,29.8900905725048,80.69588315383457,80.69588315383457,1006.1636351492382,5.842347115777784
AL071998,GEORGES,1998-09-28,1130,L,HU,30.4,-88.9,90,964,1998-09-28,1998,9,28,30.4,-88.9,16,29.81914657033037,80.02275387224373,80.02275387224373,1006.504081222925,5.573947816919031
AL071998,GEORGES,1998-09-28,1200,,HU,30.4,-88.9,90,965,1998-09-28,1998,9,28,30.4,-88.9,16,29.81914657033037,80.02275387224373,80.02275387224373,1006.504081222925,5.573947816919031
AL071998,GEORGES,1998-09-28,1800,,HU,30.6,-88.9,65,984,1998-09-28,1998,9,28,30.6,-88.9,16,29.818877326219393,80.02086825122335,80.02086825122335,1006.5048943131634,5.573199701196932
AL071998,GEORGES,1998-09-29,0,,TS,30.6,-89.0,50,986,1998-09-29,1998,9,29,30.6,-89.0,16,29.566664218910333,81.46046946402788,81.46046946402788,1006.2645971128128,5.849571704354003
AL071998,GEORGES,1998-09-29,600,,TS,30.6,-88.4,40,992,1998-09-29,1998,9,29,30.6,-88.4,16,29.818318507569618,80.01753027220283,80.01753027220283,1006.5064982938272,5.571929059904265
AL071998,GEORGES,1998-09-29,1200,,TD,31.0,-88.1,30,994,1998-09-29,1998,9,29,31.0,-88.1,16,29.817440403715448,80.01169496342263,80.01169496342263,1006.5091134937019,5.569652150364877
AL071998,GEORGES,1998-09-29,1800,,TD,30.9,-87.5,30,996,1998-09-29,1998,9,29,30.9,-87.5,16,29.81691272125974,80.00865236745732,80.00865236745732,1006.5106183799248,5.568512187033458
AL071998,GEORGES,1998-09-30,0,,TD,30.8,-86.9,30,998,1998-09-30,1998,9,30,30.8,-86.9,16,29.933658268308157,80.906543095557,80.906543095557,1006.6582408876671,5.82314168746144
AL071998,GEORGES,1998-09-30,600,,TD,30.7,-86.3,30,1000,1998-09-30,1998,9,30,30.7,-86.3,16,29.933369369053953,80.90836581106984,80.90836581106984,1006.6596426910471,5.822554177220753
AL071998,GEORGES,1998-09-30,1200,,TD,30.7,-85.4,25,1002,1998-09-30,1998,9,30,30.7,-85.4,16,29.93281289860894,80.91167584192128,80.91167584192128,1006.6623408560836,5.821394647542656
AL071998,GEORGES,1998-09-30,1800,,TD,30.6,-84.2,25,1004,1998-09-30,1998,9,30,30.6,-84.2,16,29.93593662779399,81.12299658213924,81.12299658213924,1006.3331938064173,5.782653849743397
AL071998,GEORGES,1998-10-01,0,,TD,30.5,-83.0,25,1006,1998-10-01,1998,10,1,30.5,-83.0,16,28.975196432654037,82.21615450134094,82.21615450134094,1008.6401632666298,5.462277347410745
AL071998,GEORGES,1998-10-01,600,,TD,30.5,-81.8,20,1008,1998-10-01,1998,10,1,30.5,-81.8,16,28.983883993424733,80.4734844774125,80.4734844774125,1008.792900711976,5.604638638858615
AL081998,HERMINE,1998-09-17,1200,,TD,26.9,-90.3,30,1001,1998-09-17,1998,9,17,26.9,-90.3,3,29.52016743777578,80.69378731109408,80.69378731109408,1006.1657854680394,5.8423876598380575
AL081998,HERMINE,1998-09-17,1800,,TD,26.8,-91.6,30,1001,1998-09-17,1998,9,17,26.8,-91.6,3,29.508788587068658,80.69109096568535,80.69109096568535,1006.1670028689857,5.841677145516059
AL081998,HERMINE,1998-09-18,0,,TD,26.4,-92.1,30,1000,1998-09-18,1998,9,18,26.4,-92.1,3,29.51208378699578,80.69054924346406,80.69054924346406,1006.1674205214038,5.841621822518576
AL081998,HERMINE,1998-09-18,600,,TD,25.7,-92.5,30,999,1998-09-18,1998,9,18,25.7,-92.5,3,29.56629315548346,80.6916986941813,80.6916986941813,1006.1672337471039,5.842088941208912
AL081998,HERMINE,1998-09-18,1200,,TD,26.0,-92.5,30,999,1998-09-18,1998,9,18,26.0,-92.5,3,29.515230138677943,80.69009010779897,80.69009010779897,1006.1678045228487,5.84159029878231
AL081998,HERMINE,1998-09-18,1800,,TD,25.9,-92.3,30,1000,1998-09-18,1998,9,18,25.9,-92.3,3,29.56546602254382,80.69191626807407,80.69191626807407,1006.1670484520243,5.842102648943604
AL081998,HERMINE,1998-09-19,0,,TD,25.8,-92.0,30,1001,1998-09-19,1998,9,19,25.8,-92.0,3,29.56548341091982,80.69213570218531,80.69213570218531,1006.1669954773345,5.842183197672019
AL081998,HERMINE,1998-09-19,600,,TD,26.4,-91.4,30,1001,1998-09-19,1998,9,19,26.4,-91.4,3,29.511048092083087,80.69114122754053,80.69114122754053,1006.1671636781256,5.841782175629835
AL081998,HERMINE,1998-09-19,1200,,TS,27.5,-91.3,35,1001,1998-09-19,1998,9,19,27.5,-91.3,3,29.50381023762949,80.69155700035047,80.69155700035047,1006.1664827570962,5.841644501604362
AL081998,HERMINE,1998-09-19,1800,,TS,28.3,-91.1,40,1000,1998-09-19,1998,9,19,28.3,-91.1,3,29.60291752559791,81.4551671597865,81.4551671597865,1006.266261907615,5.849351087345503
AL081998,HERMINE,1998-09-20,0,,TS,29.0,-90.9,40,999,1998-09-20,1998,9,20,29.0,-90.9,3,29.82105781796851,80.69238683274786,80.69238683274786,1006.1654456990431,5.8415313088751555
AL081998,HERMINE,1998-09-20,500,L,TS,29.1,-90.9,35,1000,1998-09-20,1998,9,20,29.1,-90.9,3,29.820988124258758,80.69242235954745,80.69242235954745,1006.1653849193743,5.841518243937336
AL081998,HERMINE,1998-09-20,600,,TS,29.2,-90.9,35,1001,1998-09-20,1998,9,20,29.2,-90.9,3,29.82091810856342,80.69245815719613,80.69245815719613,1006.165324016739,5.841505248740046
AL081998,HERMINE,1998-09-20,1200,,TD,30.5,-90.5,30,1002,1998-09-20,1998,9,20,30.5,-90.5,3,29.567321223755705,81.45758239156915,81.45758239156915,1006.2648876348152,5.849228265761763
AL081998,HERMINE,1998-09-20,1800,,TD,31.0,-90.0,20,1003,1998-09-20,1998,9,20,31.0,-90.0,3,29.56522025270189,81.45885290269844,81.45885290269844,1006.2645199615754,5.849292708989029
AL091998,IVAN,1998-09-19,0,,TD,13.4,-26.6,25,1010,1998-09-19,1998,9,19,13.4,-26.6,8,28.85433925202319,79.64145724346226,79.64145724346226,1009.5060924823662,4.912735295743712
AL091998,IVAN,1998-09-19,600,,TD,13.1,-27.5,25,1010,1998-09-19,1998,9,19,13.1,-27.5,8,29.395365952438546,86.04890164005887,86.04890164005887,1010.176037553038,6.591685935745144
AL091998,IVAN,1998-09-19,1200,,TD,12.9,-28.2,25,1010,1998-09-19,1998,9,19,12.9,-28.2,8,29.412501671022177,85.64356125078334,85.64356125078334,1010.1714303232151,6.466677048428815
AL091998,IVAN,1998-09-19,1800,,TD,13.1,-29.0,25,1010,1998-09-19,1998,9,19,13.1,-29.0,8,29.99391683099451,73.55367180641849,73.55367180641849,1009.4070568077337,4.316983050612538
AL091998,IVAN,1998-09-20,0,,TD,13.4,-29.6,30,1009,1998-09-20,1998,9,20,13.4,-29.6,8,29.960224253257852,74.3835925047369,74.3835925047369,1009.4450162423558,4.408371192979382
AL091998,IVAN,1998-09-20,600,,TD,14.3,-30.6,30,1009,1998-09-20,1998,9,20,14.3,-30.6,8,29.157896971333564,86.02945093036993,86.02945093036993,1010.674963267691,5.1617015996907805
AL091998,IVAN,1998-09-20,1200,,TD,15.2,-31.5,30,1008,1998-09-20,1998,9,20,15.2,-31.5,8,29.752855775441603,82.69128978752157,82.69128978752157,1009.5380747579591,5.648574120991469
AL091998,IVAN,1998-09-20,1800,,TS,16.0,-32.6,35,1006,1998-09-20,1998,9,20,16.0,-32.6,8,29.877871379330276,81.40295576897508,81.40295576897508,1010.7587356128907,4.808952632952729
AL091998,IVAN,1998-09-21,0,,TS,16.8,-33.7,35,1005,1998-09-21,1998,9,21,16.8,-33.7,8,29.64875009392711,82.75590932371495,82.75590932371495,1008.6583030014722,5.193374462766864
AL091998,IVAN,1998-09-21,600,,TS,17.4,-34.9,35,1003,1998-09-21,1998,9,21,17.4,-34.9,8,29.64713874554595,82.44033412962457,82.44033412962457,1008.7078632094704,5.18488875050638
AL091998,IVAN,1998-09-21,1200,,TS,18.2,-35.6,35,1003,1998-09-21,1998,9,21,18.2,-35.6,8,29.764985374500817,79.48154213303917,79.48154213303917,1008.8019280855377,4.568663125935382
AL091998,IVAN,1998-09-21,1800,,TS,19.0,-36.0,40,1002,1998-09-21,1998,9,21,19.0,-36.0,8,29.76596669353142,79.4727976579334,79.4727976579334,1008.8018666363732,4.567052967200782
AL091998,IVAN,1998-09-22,0,,TS,20.0,-36.1,40,1001,1998-09-22,1998,9,22,20.0,-36.1,8,29.595417689538944,82.2410118329042,82.2410118329042,1009.0337283876632,4.374292630181086
AL091998,IVAN,1998-09-22,600,,TS,21.3,-36.1,45,1000,1998-09-22,1998,9,22,21.3,-36.1,8,29.61261748720275,82.25404668245274,82.25404668245274,1009.0228936836971,4.359003957137973
AL091998,IVAN,1998-09-22,1200,,TS,22.9,-36.4,45,997,1998-09-22,1998,9,22,22.9,-36.4,8,29.077576046505914,82.77826082407648,82.77826082407648,1009.4459800324651,4.061290392185881
AL091998,IVAN,1998-09-22,1800,,TS,24.2,-37.1,55,994,1998-09-22,1998,9,22,24.2,-37.1,8,28.416368524175265,82.53507978490376,82.53507978490376,1011.1511108356998,3.533835515712691
AL091998,IVAN,1998-09-23,0,,TS,25.6,-37.7,50,996,1998-09-23,1998,9,23,25.6,-37.7,8,28.41577850599316,82.56537511191883,82.56537511191883,1011.1414704724441,3.545675494786761
AL091998,IVAN,1998-09-23,600,,TS,26.9,-38.4,45,997,1998-09-23,1998,9,23,26.9,-38.4,8,27.690063208454497,85.38619376190306,85.38619376190306,1014.3074785632168,3.5490184679335908
AL091998,IVAN,1998-09-23,1200,,TS,28.3,-39.2,55,990,1998-09-23,1998,9,23,28.3,-39.2,8,26.641013599892236,86.65837996263755,86.65837996263755,1010.6709934571343,4.652487410690908
AL091998,IVAN,1998-09-23,1800,,HU,29.6,-40.2,65,987,1998-09-23,1998,9,23,29.6,-40.2,8,26.731209565058858,86.40961420506916,86.40961420506916,1010.733730179784,4.625873958739432
AL091998,IVAN,1998-09-24,0,,HU,30.5,-40.9,65,986,1998-09-24,1998,9,24,30.5,-40.9,8,27.00710076576725,84.95349122209103,84.95349122209103,1011.9977059413526,4.289019082705358
AL091998,IVAN,1998-09-24,600,,HU,31.3,-41.6,70,985,1998-09-24,1998,9,24,31.3,-41.6,8,28.4203364385915,84.7179043926492,84.7179043926492,1011.7200730370772,4.874668536259885
AL091998,IVAN,1998-09-24,1200,,HU,32.3,-42.0,70,985,1998-09-24,1998,9,24,32.3,-42.0,8,27.49680159482252,83.33373490860383,83.33373490860383,1012.4298454273244,5.158067657494454
AL091998,IVAN,1998-09-24,1800,,HU,33.4,-42.3,70,985,1998-09-24,1998,9,24,33.4,-42.3,8,27.494187293876248,83.29123075606499,83.29123075606499,1012.4115160031088,5.155628724589887
AL091998,IVAN,1998-09-25,0,,HU,34.4,-42.3,70,984,1998-09-25,1998,9,25,34.4,-42.3,8,25.795293253194384,85.5629016838191,85.5629016838191,1013.0368197087118,5.594736112104368
AL091998,IVAN,1998-09-25,600,,HU,35.3,-41.9,70,984,1998-09-25,1998,9,25,35.3,-41.9,8,25.712641702457567,85.97679219978872,85.97679219978872,1013.1764490606082,5.654581074385769
AL091998,IVAN,1998-09-25,1200,,HU,36.3,-41.3,70,984,1998-09-25,1998,9,25,36.3,-41.3,8,25.636568989510522,78.23874448086757,78.23874448086757,1013.4092133009947,2.4457246323909643
AL091998,IVAN,1998-09-25,1800,,HU,37.2,-40.2,75,983,1998-09-25,1998,9,25,37.2,-40.2,8,23.53000779164709,83.9904502620723,83.9904502620723,1011.4500117275835,3.2221127392390656
AL091998,IVAN,1998-09-26,0,,HU,38.1,-38.7,75,980,1998-09-26,1998,9,26,38.1,-38.7,8,22.37061353574501,84.28236278248359,84.28236278248359,1013.8444808832897,5.090024003961022
AL091998,IVAN,1998-09-26,600,,HU,39.2,-36.3,80,975,1998-09-26,1998,9,26,39.2,-36.3,8,21.786635440239515,88.12681998519987,88.12681998519987,1015.1781443102576,5.55704302536414
AL091998,IVAN,1998-09-26,1200,,HU,40.1,-33.1,75,977,1998-09-26,1998,9,26,40.1,-33.1,8,17.761469958522618,83.86532430233706,83.86532430233706,1016.6394712332726,5.4716812530988665
AL091998,IVAN,1998-09-26,1800,,HU,40.7,-29.7,75,982,1998-09-26,1998,9,26,40.7,-29.7,8,20.755769442181865,85.95582348833776,85.95582348833776,1015.7067744983062,6.392517415855371
AL091998,IVAN,1998-09-27,0,,TS,40.7,-25.7,60,994,1998-09-27,1998,9,27,40.7,-25.7,8,21.792669844100903,83.94216457677659,83.94216457677659,1015.3796063932693,6.050195220999773
AL091998,IVAN,1998-09-27,600,,TS,40.9,-22.7,50,997,1998-09-27,1998,9,27,40.9,-22.7,8,21.74003490734382,80.76038377703146,80.76038377703146,1015.4240943745795,5.987253772345172
AL091998,IVAN,1998-09-27,1200,,TS,41.3,-19.2,45,1000,1998-09-27,1998,9,27,41.3,-19.2,8,21.40386919393965,80.8864513451443,80.8864513451443,1017.5083080556873,6.166885261586675
AL091998,IVAN,1998-09-27,1800,,TS,41.5,-15.5,40,1002,1998-09-27,1998,9,27,41.5,-15.5,8,20.150632081277237,85.15952373386457,85.15952373386457,1017.8639458732548,6.2062502537440905
AL101998,JEANNE,1998-09-21,600,,TD,9.6,-17.4,30,1008,1998-09-21,1998,9,21,9.6,-17.4,13,29.6487208252915,79.55001269123143,79.55001269123143,1010.8919046807301,4.47496105421975
AL101998,JEANNE,1998-09-21,1200,,TD,10.5,-18.2,30,1006,1998-09-21,1998,9,21,10.5,-18.2,13,29.612863040395553,80.69459639221994,80.69459639221994,1010.9411843146506,4.054191030666337
AL101998,JEANNE,1998-09-21,1800,,TS,11.0,-19.4,35,1004,1998-09-21,1998,9,21,11.0,-19.4,13,29.24701029933558,81.31956984317407,81.31956984317407,1010.9622690071117,4.473145243089239
AL101998,JEANNE,1998-09-22,0,,TS,11.5,-20.7,40,1002,1998-09-22,1998,9,22,11.5,-20.7,13,29.24709003200796,81.31971642327973,81.31971642327973,1010.9617299150109,4.473103111390311
AL101998,JEANNE,1998-09-22,600,,TS,12.1,-22.2,45,1000,1998-09-22,1998,9,22,12.1,-22.2,13,29.10680917060172,81.59323364973,81.59323364973,1011.2579073698192,4.8427624347230775
AL101998,JEANNE,1998-09-22,1200,,TS,12.7,-23.8,55,994,1998-09-22,1998,9,22,12.7,-23.8,13,29.23952716551251,80.94928388646566,80.94928388646566,1011.1134895234562,4.544658733219602
AL101998,JEANNE,1998-09-22,1800,,HU,13.1,-25.2,65,987,1998-09-22,1998,9,22,13.1,-25.2,13,28.700773826298192,79.27150144902348,79.27150144902348,1009.2511203265723,4.985640774491549
AL101998,JEANNE,1998-09-23,0,,HU,13.6,-26.7,70,983,1998-09-23,1998,9,23,13.6,-26.7,13,28.868019850272574,79.67534586779709,79.67534586779709,1009.5288282742886,4.906145718036107
AL101998,JEANNE,1998-09-23,600,,HU,14.1,-28.1,75,980,1998-09-23,1998,9,23,14.1,-28.1,13,29.134243096455183,80.3276894707648,80.3276894707648,1010.4282348284667,4.9796004112704875
AL101998,JEANNE,1998-09-23,1200,,HU,14.5,-29.5,80,975,1998-09-23,1998,9,23,14.5,-29.5,13,29.100546931317155,86.65390605235005,86.65390605235005,1010.8482973851972,5.182234956715113
AL101998,JEANNE,1998-09-23,1800,,HU,15.0,-30.8,85,973,1998-09-23,1998,9,23,15.0,-30.8,13,29.16046511800355,86.00057040203149,86.00057040203149,1010.6668044962083,5.160953534922112
AL101998,JEANNE,1998-09-24,0,,HU,15.4,-32.1,85,972,1998-09-24,1998,9,24,15.4,-32.1,13,29.74570912340206,82.581756233226,82.581756233226,1009.5159360573806,5.596825741340163
AL101998,JEANNE,1998-09-24,600,,HU,15.9,-33.4,90,971,1998-09-24,1998,9,24,15.9,-33.4,13,29.31851926540705,82.14042468914204,82.14042468914204,1008.649483825594,5.047123946149295
AL101998,JEANNE,1998-09-24,1200,,HU,16.4,-34.4,90,970,1998-09-24,1998,9,24,16.4,-34.4,13,29.64758868325938,82.5403483727103,82.5403483727103,1008.6924064121451,5.187715796196372
AL101998,JEANNE,1998-09-24,1800,,HU,17.0,-35.4,90,969,1998-09-24,1998,9,24,17.0,-35.4,13,29.56203076986565,81.38245000101399,81.38245000101399,1008.6598843955604,5.300258923099821
AL101998,JEANNE,1998-09-25,0,,HU,17.5,-36.3,90,971,1998-09-25,1998,9,25,17.5,-36.3,13,29.5620514070318,81.38255797605485,81.38255797605485,1008.659896182003,5.300350715170326
AL101998,JEANNE,1998-09-25,600,,HU,18.0,-37.2,90,973,1998-09-25,1998,9,25,18.0,-37.2,13,29.692817292150842,76.93151418425782,76.93151418425782,1008.4739653874364,4.703714949311904
AL101998,JEANNE,1998-09-25,1200,,HU,18.6,-37.9,85,975,1998-09-25,1998,9,25,18.6,-37.9,13,29.692679269519534,76.87703185042855,76.87703185042855,1008.4789544547998,4.6976307051781125
AL101998,JEANNE,1998-09-25,1800,,HU,19.3,-38.6,80,977,1998-09-25,1998,9,25,19.3,-38.6,13,29.69412170912805,77.33191546771353,77.33191546771353,1008.436792542688,4.748314780312143
AL101998,JEANNE,1998-09-26,0,,HU,20.0,-39.4,75,979,1998-09-26,1998,9,26,20.0,-39.4,13,28.913907291555518,85.21357094410101,85.21357094410101,1009.5469574289951,5.06777677563834
AL101998,JEANNE,1998-09-26,600,,HU,20.8,-40.0,70,983,1998-09-26,1998,9,26,20.8,-40.0,13,28.903790969422477,85.24529891030876,85.24529891030876,1009.5748331281561,5.062321617137943
AL101998,JEANNE,1998-09-26,1200,,HU,21.6,-40.6,70,983,1998-09-26,1998,9,26,21.6,-40.6,13,28.964865240260927,85.05528226847183,85.05528226847183,1009.4054429529436,5.095897563295124
AL101998,JEANNE,1998-09-26,1800,,HU,22.4,-41.2,75,980,1998-09-26,1998,9,26,22.4,-41.2,13,28.88609905461923,88.22850782627565,88.22850782627565,1007.5490630004557,4.656209226427836
AL101998,JEANNE,1998-09-27,0,,HU,23.4,-41.6,75,980,1998-09-27,1998,9,27,23.4,-41.6,13,28.89186737204291,88.19631868730512,88.19631868730512,1007.5586576879944,4.6610845367999145
AL101998,JEANNE,1998-09-27,600,,HU,24.4,-42.0,70,983,1998-09-27,1998,9,27,24.4,-42.0,13,27.988798324066508,87.3965434507249,87.3965434507249,1010.7542184743604,4.55896000957518
AL101998,JEANNE,1998-09-27,1200,,HU,25.6,-41.8,70,983,1998-09-27,1998,9,27,25.6,-41.8,13,27.968019251296965,87.44817712802188,87.44817712802188,1010.7957908902412,4.552611529891483
AL101998,JEANNE,1998-09-27,1800,,HU,27.1,-41.5,70,983,1998-09-27,1998,9,27,27.1,-41.5,13,27.58876864935399,88.68793229458272,88.68793229458272,1010.4039404140988,4.229133734836612
AL101998,JEANNE,1998-09-28,0,,HU,28.8,-41.2,70,983,1998-09-28,1998,9,28,28.8,-41.2,13,27.73595996579925,81.41813706309134,81.41813706309134,1013.0796176154458,4.503003754386449
AL101998,JEANNE,1998-09-28,600,,HU,30.6,-40.7,70,983,1998-09-28,1998,9,28,30.6,-40.7,13,26.989565227189274,85.00800538361032,85.00800538361032,1012.0147320581259,4.281482414413067
